gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
BCL11A	151287	732	7	2887928	788296	0	47	22	0	0	22	788296	1.000000e+00	1
PRSS35	185011	557	-30	1366909	378737	0	16	12	0	0	12	378737	1.000000e+00	1
NLRP9	1024341	362	-13	3336715	880295	0	71	29	0	0	29	880295	1.000000e+00	1
TMEM8C	1858670	315	39	742997	218089	0	6	8	0	0	8	218089	1.000000e+00	1
KANK2	1749900	233	33	2765107	911117	0	9	15	0	10	66	5485382	1.000000e+00	1
OR1S2	637499	828	-25	1055887	312890	0	12	13	0	3	45	1274910	1.000000e+00	1
TAF5L	299238	340	15	1951593	556197	0	5	10	0	1	26	2054333	1.000000e+00	1
CDHR3	337002	408	29	2982262	842468	0	10	12	0	1	14	1108191	1.000000e+00	1
C11orf65	405487	579	12	1110526	256850	0	4	4	0	0	4	256850	1.000000e+00	1
NPFFR2	17885	811	3	1755453	467934	0	18	15	0	1	24	878894	1.000000e+00	1
PLCH1	326198	765	-9	5724486	1542501	0	95	44	0	0	44	1542501	1.000000e+00	1
SLC9A4	184297	671	6	2674042	745799	0	55	35	0	0	35	745799	1.000000e+00	1
OR14J1	176114	872	4	1027867	324098	0	18	12	0	0	12	324098	1.000000e+00	1
OR10A5	427462	681	8	1025999	310555	0	13	15	0	2	38	933533	1.000000e+00	1
ELAVL3	1255985	265	32	1222606	357722	0	14	10	0	0	10	357722	1.000000e+00	1
EPAS1	375634	213	28	2948171	796702	0	10	8	0	0	8	796702	1.000000e+00	1
ZNF594	1391000	384	20	2757635	643993	0	11	12	0	1	29	1905827	1.000000e+00	1
SLC22A12	1970283	411	54	1789077	595425	0	10	18	0	1	28	1171236	1.000000e+00	1
CUX2	493539	608	39	4863805	1503740	0	56	35	0	2	59	2568967	1.000000e+00	1
DIO2	47674	533	-44	1020395	302149	0	5	7	0	3	45	1649444	1.000000e+00	1
TNFRSF10C	648331	237	48	862549	252647	0	4	5	0	0	5	252647	1.000000e+00	1
CHRNB4	485971	455	45	1637302	488015	0	15	18	0	1	19	627648	1.000000e+00	1
OR5D18	4183	1091	-36	1006852	311489	0	19	20	0	4	101	1534562	1.000000e+00	1
PHOX2B	308280	376	22	1005918	329235	0	11	12	0	0	12	329235	1.000000e+00	1
FGF5	61128	903	-3	891036	250779	0	13	10	0	0	10	250779	1.000000e+00	1
AGBL4	16483	1041	-18	1749849	441315	0	5	8	0	5	46	2451283	1.000000e+00	1
TNFSF10	319022	263	23	975563	234901	0	11	9	0	0	9	234901	1.000000e+00	1
SLAMF7	1188881	618	29	1128739	319895	0	11	11	0	2	39	1307133	1.000000e+00	1
MC5R	131146	815	8	1057288	312890	0	11	10	0	0	10	312890	1.000000e+00	1
CLEC4F	596622	629	24	1997359	518837	0	17	14	0	2	24	1038141	1.000000e+00	1
PCDHA10	NaN	NaN	NaN	3190077	1015725	0	32	19	0	0	19	1015725	1.000000e+00	1
POLE	724450	495	35	7770413	2113642	0	25	24	0	11	61	6059325	1.000000e+00	1
CHST9	48644	872	-24	1524755	369397	0	11	7	0	3	33	1339356	1.000000e+00	1
ZNF275	840610	NaN	19	1114729	294677	0	4	7	0	0	7	294677	1.000000e+00	1
ATXN1	109777	623	30	2598855	836397	0	22	16	0	0	16	836397	1.000000e+00	1
JPH3	594064	251	23	2419527	750936	0	15	16	0	1	21	1144150	1.000000e+00	1
GUCY1A3	43073	764	1	2335934	631384	0	42	20	0	0	20	631384	1.000000e+00	1
ADCY7	304156	520	21	3602905	1075034	0	21	18	0	0	18	1075034	1.000000e+00	1
TYW1B	NaN	NaN	NaN	2453618	601963	0	7	6	0	0	6	601963	1.000000e+00	1
RHCG	747784	363	22	1619089	457193	0	4	8	0	1	12	657536	1.000000e+00	1
KLHL13	57664	NaN	-2	2486775	655668	0	52	24	0	1	27	830793	1.000000e+00	1
ITFG3	1304158	199	40	1831107	554796	0	7	7	0	0	7	554796	1.000000e+00	1
ZNF74	606391	351	4	2143063	590288	0	10	7	0	0	7	590288	1.000000e+00	1
ADAM12	214443	485	-29	3197082	899442	0	17	12	0	0	12	899442	1.000000e+00	1
NHLH1	987855	526	28	414696	148506	0	1	5	0	0	5	148506	1.000000e+00	1
NLRP5	631041	561	-72	3982576	1143683	0	89	45	0	2	122	3029429	1.000000e+00	1
ATM	415837	582	16	10552799	2643220	0	25	18	0	2	23	3387618	1.000000e+00	1
OR9G1	NaN	NaN	NaN	983969	299347	0	10	9	0	0	9	299347	1.000000e+00	1
OR6C1	667726	802	-14	1018994	295144	0	25	19	0	3	66	1182911	1.000000e+00	1
SNRPA	1127178	201	27	951746	265723	0	2	6	0	0	6	265723	1.000000e+00	1
MYO5B	276079	530	40	6346530	1643373	0	79	46	0	3	56	2436806	1.000000e+00	1
URB2	299238	340	15	4961875	1498136	0	15	16	0	2	29	2640885	1.000000e+00	1
OR3A2	506514	628	0	1027867	331103	0	12	14	0	3	47	1257164	1.000000e+00	1
PASK	1394664	278	35	4341232	1318808	0	24	17	0	0	17	1318808	1.000000e+00	1
GRM1	92600	941	-13	3978373	1177307	0	21	14	0	3	44	3065388	1.000000e+00	1
HK1	712074	229	47	3303558	907848	0	5	7	0	6	25	2948171	1.000000e+00	1
NDC80	374218	390	0	2261214	533781	0	5	3	0	2	13	1097450	1.000000e+00	1
DCAF5	680338	289	33	3102281	905980	0	6	7	0	6	32	3385750	1.000000e+00	1
TELO2	1254229	256	34	2734285	899909	0	12	17	0	4	48	2811807	1.000000e+00	1
PRDM15	279380	366	35	5132797	1379051	0	15	16	0	19	76	7622374	1.000000e+00	1
HIST1H1B	228884	634	40	724317	235368	0	7	11	0	0	11	235368	1.000000e+00	1
SEMA3G	1078407	229	62	2565698	809311	0	22	18	0	0	18	809311	1.000000e+00	1
SCN7A	68529	918	-11	5749704	1458441	0	71	35	0	2	43	1836711	1.000000e+00	1
ABT1	411992	498	24	888234	273195	0	3	5	0	0	5	273195	1.000000e+00	1
COMP	1351321	189	26	2597454	692094	0	10	7	0	0	7	692094	1.000000e+00	1
PRAMEF20	NaN	NaN	NaN	3131702	914386	0	28	21	0	0	21	914386	1.000000e+00	1
COL6A2	742075	538	10	3765888	1129206	0	27	21	0	1	30	1701748	1.000000e+00	1
ZNF33A	139504	916	-19	2792193	643059	0	9	8	0	2	17	1587333	1.000000e+00	1
CADPS2	61224	1046	-3	4516824	1158627	0	38	20	0	0	20	1158627	1.000000e+00	1
SLC18A2	202102	624	0	1758722	489883	0	13	7	0	1	23	1075034	1.000000e+00	1
PAPL	1652812	254	29	1486461	420300	0	11	11	0	3	27	1174505	1.000000e+00	1
ZFHX3	122465	495	-11	12113513	3504835	0	61	32	0	1	35	3816324	1.000000e+00	1
SCN3B	681725	451	6	742997	198475	0	9	9	0	1	17	449254	1.000000e+00	1
KCNH1	153525	862	-7	3290482	926528	0	37	22	0	1	26	1187114	1.000000e+00	1
CC2D1A	930314	231	32	3193346	964822	0	13	17	0	0	17	964822	1.000000e+00	1
HMSD	114875	671	26	481944	123288	0	8	7	0	0	7	123288	1.000000e+00	1
CAMTA1	289717	462	23	5595127	1563983	0	39	28	0	7	81	5733826	1.000000e+00	1
LILRA2	819283	601	-4	1597140	479142	0	36	29	0	1	32	631851	1.000000e+00	1
OR4D9	430021	507	-1	1006385	314758	0	12	14	0	4	63	1578927	1.000000e+00	1
SLC6A5	148079	842	1	2667037	771017	0	30	23	0	0	23	771017	1.000000e+00	1
LPXN	237619	644	-4	1365975	347448	0	3	4	0	3	25	1555577	1.000000e+00	1
IPO8	239796	580	-19	3594966	902244	0	7	9	0	5	28	2858507	1.000000e+00	1
CA6	840956	264	31	1060557	280200	0	6	10	0	2	38	1382320	1.000000e+00	1
PCDHA2	861651	606	2	3114890	1012456	0	45	25	0	5	117	4499078	1.000000e+00	1
SKIV2L	2314693	203	34	4125011	1273042	0	17	12	0	0	12	1273042	1.000000e+00	1
FAAH	597667	255	28	1922639	596359	0	8	9	0	1	14	978365	1.000000e+00	1
OR5A1	430021	507	-1	1010588	317560	0	12	18	0	4	63	1578927	1.000000e+00	1
GREM2	47375	688	-30	555730	158780	0	3	5	0	0	5	158780	1.000000e+00	1
KCNN4	452493	192	-2	1391193	452523	0	4	7	0	0	7	452523	1.000000e+00	1
GPR4	1029266	194	44	1157226	368463	0	8	11	0	1	14	607100	1.000000e+00	1
NRD1	707583	382	16	4234756	1075034	0	9	7	0	0	7	1075034	1.000000e+00	1
AADACL4	145424	454	23	1336087	395549	0	17	15	0	1	28	721515	1.000000e+00	1
XRCC5	597243	384	33	2561028	631851	0	2	4	0	0	4	631851	1.000000e+00	1
PROM2	238302	558	8	2781452	856945	0	24	23	0	0	23	856945	1.000000e+00	1
PRDM14	268840	727	10	1921238	522106	0	16	16	0	1	19	829392	1.000000e+00	1
MYBPC2	1038277	491	30	3896181	1057755	0	32	21	0	0	21	1057755	1.000000e+00	1
TPCN1	429315	206	36	3055114	838265	0	8	10	0	1	11	1085775	1.000000e+00	1
MX1	253874	454	53	2261681	597760	0	13	13	0	1	16	905046	1.000000e+00	1
OR7G1	311030	471	-63	1078770	330636	0	16	15	0	4	92	1622825	1.000000e+00	1
HHATL	369022	329	34	1689606	497355	0	12	10	0	0	10	497355	1.000000e+00	1
GABRR3	189744	702	0	1608815	401620	0	10	6	0	1	22	986771	1.000000e+00	1
MYO18A	1560056	159	33	6921407	1945522	0	17	19	0	26	115	12628614	1.000000e+00	1
GABRR2	415409	541	41	1671393	439914	0	3	6	0	0	6	439914	1.000000e+00	1
FAS	187494	375	39	1180109	282535	0	5	5	0	0	5	282535	1.000000e+00	1
KCNA6	277089	903	16	1683068	544522	0	38	24	0	0	24	544522	1.000000e+00	1
ZNF90	NaN	NaN	NaN	2048729	498289	0	14	11	0	0	11	498289	1.000000e+00	1
GLI2	183735	374	12	5113650	1626561	0	72	34	0	0	34	1626561	1.000000e+00	1
SIPA1L3	688670	605	-17	5805744	1790478	0	40	28	0	3	47	3346055	1.000000e+00	1
DIAPH1	696745	502	14	4318816	1182911	0	15	10	0	2	14	1621891	1.000000e+00	1
SLC38A1	752720	334	9	1690540	444584	0	32	20	0	0	20	444584	1.000000e+00	1
IRF8	407770	461	27	1441629	396483	0	8	12	0	1	21	781291	1.000000e+00	1
KCNK16	190767	749	31	1435558	437579	0	7	9	0	1	16	812580	1.000000e+00	1
PLA2G4E	733131	267	42	2840294	791098	0	21	15	0	0	15	791098	1.000000e+00	1
EPHA4	54488	1025	5	3333913	906914	0	26	29	0	1	43	1657383	1.000000e+00	1
FCF1	886320	184	43	714510	166719	0	4	4	0	0	4	166719	1.000000e+00	1
BUD13	419339	326	36	2082353	576745	0	9	7	0	2	18	1304798	1.000000e+00	1
HSD17B13	474615	417	8	1015258	286271	0	5	6	0	1	21	768215	1.000000e+00	1
SLAMF1	1160206	634	30	1130140	315692	0	8	7	0	2	39	1307133	1.000000e+00	1
TMEM57	613155	230	24	2274290	576745	0	7	9	0	0	9	576745	1.000000e+00	1
CCDC91	96900	922	-5	1548105	374067	0	3	4	0	0	4	374067	1.000000e+00	1
TAS2R41	371260	379	1	995644	298880	0	22	20	0	1	44	611303	1.000000e+00	1
ZNF100	144970	1235	-65	1856792	447853	0	6	4	0	2	30	2118312	1.000000e+00	1
OR4D10	430021	507	-1	994243	317093	0	10	13	0	4	63	1578927	1.000000e+00	1
KRTAP1-1	977588	404	10	594958	155978	0	2	4	0	0	4	155978	1.000000e+00	1
SLC38A9	340223	390	24	1938517	502025	0	5	5	0	0	5	502025	1.000000e+00	1
CPNE9	955408	348	34	1917502	517436	0	14	11	0	0	11	517436	1.000000e+00	1
RRP1	835438	194	66	1579861	431975	0	1	6	0	1	8	754205	1.000000e+00	1
TRPV3	441141	442	-2	2685250	734591	0	11	9	0	3	28	2026780	1.000000e+00	1
PRAMEF15	NaN	NaN	NaN	3158788	901310	0	26	20	0	0	20	901310	1.000000e+00	1
KIAA0556	349212	620	12	5430743	1528024	0	18	14	0	6	30	3637463	1.000000e+00	1
DSCAM	25449	971	-72	6714526	1925441	0	221	105	0	0	105	1925441	1.000000e+00	1
RPL8	1454261	384	20	846671	268525	0	1	5	0	0	5	268525	1.000000e+00	1
ZNF317	311030	471	-63	2017907	520705	0	10	8	0	0	8	520705	1.000000e+00	1
CRB1	212549	428	-23	4737248	1238017	0	102	51	0	0	51	1238017	1.000000e+00	1
GDPD4	448138	469	44	1811493	462330	0	16	11	0	0	11	462330	1.000000e+00	1
NEBL	71095	484	-19	4033012	904112	0	85	35	0	0	35	904112	1.000000e+00	1
CHMP4C	158801	681	12	799504	206414	0	7	6	0	0	6	206414	1.000000e+00	1
DCLRE1A	264051	515	7	3500632	919523	0	4	5	0	1	6	1011522	1.000000e+00	1
MMP13	374035	482	-10	1625627	411427	0	22	13	0	0	13	411427	1.000000e+00	1
OR51Q1	99042	1030	1	1022263	319895	0	22	17	0	3	61	1269773	1.000000e+00	1
SLC38A8	494952	460	3	1425751	457193	0	8	12	0	0	12	457193	1.000000e+00	1
KCNJ5	194422	602	1	1384188	392280	0	15	15	0	1	28	752337	1.000000e+00	1
KCNJ12	405028	480	-60	1410807	418899	0	6	8	0	1	12	516035	1.000000e+00	1
DCHS2	63258	1024	3	11982286	3533789	0	79	36	0	0	36	3533789	1.000000e+00	1
DFNA5	254601	464	21	1656916	482411	0	7	8	0	0	8	482411	1.000000e+00	1
EHMT1	977227	583	38	4444906	1229144	0	15	13	0	2	16	1803087	1.000000e+00	1
PRKCQ	235334	561	7	2475567	591222	0	35	24	0	3	109	3132636	1.000000e+00	1
FBXO39	936146	438	5	1491598	387143	0	15	14	0	0	14	387143	1.000000e+00	1
IFIH1	70837	712	12	3516510	879828	0	14	13	0	0	13	879828	1.000000e+00	1
NEDD4	259242	271	-1	4850729	1267438	0	7	5	0	2	10	1988019	1.000000e+00	1
PCNX	262398	420	40	7808707	2230859	0	23	21	0	15	69	8530222	1.000000e+00	1
LRFN2	100435	887	20	2496582	834996	0	50	33	0	0	33	834996	1.000000e+00	1
NPHP4	508577	370	13	4712497	1447700	0	9	13	0	0	13	1447700	1.000000e+00	1
TRIM26	1932849	486	48	1791879	511365	0	4	6	0	7	58	3855552	1.000000e+00	1
PCDHGB6	662513	568	2	3043906	946142	0	16	15	0	1	39	1891817	1.000000e+00	1
PRAMEF18	NaN	NaN	NaN	3144778	918122	0	38	26	0	0	26	918122	1.000000e+00	1
TMEM132D	32086	969	-33	3625788	1042344	0	68	39	0	0	39	1042344	1.000000e+00	1
PGK2	67972	1246	2	1357569	399285	0	54	30	0	0	30	399285	1.000000e+00	1
C14orf37	285319	683	3	2556358	740195	0	13	9	0	2	37	2146332	1.000000e+00	1
AZI2	68916	925	9	1463578	349316	0	1	2	0	1	6	521639	1.000000e+00	1
UNC5B	608276	559	34	3126565	939137	0	18	18	0	0	18	939137	1.000000e+00	1
UBA1	819569	NaN	38	3564144	1024131	0	2	4	0	4	21	3680427	1.000000e+00	1
NEB	248944	641	13	29897807	7098400	0	195	83	0	1	87	7571471	1.000000e+00	1
DOCK6	1691034	233	32	6801388	2072546	0	20	15	0	4	36	4939926	1.000000e+00	1
PILRA	1430637	204	54	1023197	288139	0	7	7	0	1	13	395549	1.000000e+00	1
TNFSF15	249550	286	-8	841067	234901	0	8	9	0	0	9	234901	1.000000e+00	1
OR6B3	315906	569	21	1057755	336240	0	9	11	0	1	22	652866	1.000000e+00	1
LRP8	563155	310	23	3264797	887767	0	7	10	0	0	10	887767	1.000000e+00	1
MYO1G	1110535	235	57	3400694	1002649	0	15	14	0	4	96	7415026	1.000000e+00	1
OR13C3	146816	930	-33	1126871	335773	0	30	22	0	5	119	1874538	1.000000e+00	1
IL13	717582	349	30	492218	145237	0	2	4	0	0	4	145237	1.000000e+00	1
GPR142	362227	433	-8	1477121	485680	0	17	15	0	0	15	485680	1.000000e+00	1
KRT35	1445853	325	-22	1513080	445518	0	18	13	0	0	13	445518	1.000000e+00	1
PRAMEF12	141239	571	18	1569120	479142	0	26	31	0	3	66	1226342	1.000000e+00	1
TTLL6	727820	415	24	3129834	816783	0	12	12	0	1	17	1107257	1.000000e+00	1
SYNE2	525935	430	41	23870705	5873926	0	57	40	0	7	65	9881253	1.000000e+00	1
THPO	1447013	268	44	1321610	188668	0	16	5	0	0	5	188668	1.000000e+00	1
OR10A2	427462	681	8	973228	304484	0	8	10	0	5	65	1939918	1.000000e+00	1
AFMID	605209	191	26	1074567	285804	0	5	6	0	0	6	285804	1.000000e+00	1
MUC5B	1400716	311	46	18156960	6349332	0	95	57	0	7	91	10024155	1.000000e+00	1
PHKB	320760	885	-3	3950353	1037207	0	15	12	0	7	67	4401008	1.000000e+00	1
STEAP3	176742	558	14	1601343	518370	0	14	17	0	1	21	839666	1.000000e+00	1
GMPPA	559651	403	32	1429020	413295	0	5	10	0	1	13	714043	1.000000e+00	1
TPPP	683895	411	28	724784	216688	0	2	5	0	0	5	216688	1.000000e+00	1
OR6B1	222080	812	-11	1006385	304951	0	25	16	0	6	141	2402715	1.000000e+00	1
HYDIN	592186	723	1	17275264	4744253	0	242	133	0	0	133	4744253	1.000000e+00	1
SLC4A2	622098	373	41	4051225	1292189	0	7	12	0	1	23	2068810	1.000000e+00	1
OR4K13	383274	768	-37	982101	297012	0	25	21	0	2	61	924193	1.000000e+00	1
KRT6B	1194800	389	29	1866132	556197	0	14	15	0	3	52	2211712	1.000000e+00	1
FILIP1	441614	325	19	4025073	1105389	0	66	28	0	0	28	1105389	1.000000e+00	1
TRPV4	825887	423	41	2894466	854610	0	14	14	0	0	14	854610	1.000000e+00	1
TMEM5	222270	460	-17	1510745	386209	0	3	6	0	0	6	386209	1.000000e+00	1
GLYCTK	1113485	229	49	1707352	517436	0	6	7	0	4	56	3132169	1.000000e+00	1
ZW10	148947	534	4	2673108	692094	0	4	5	0	0	5	692094	1.000000e+00	1
S100A7L2	1140114	279	38	404422	87329	0	8	10	0	1	13	168120	1.000000e+00	1
PADI4	457546	210	34	2255143	622511	0	25	18	0	0	18	622511	1.000000e+00	1
FAM71A	409070	224	26	1912365	588420	0	22	16	0	1	21	745332	1.000000e+00	1
DOCK4	133354	718	-18	6791581	1761524	0	38	18	0	0	18	1761524	1.000000e+00	1
ALDH4A1	642600	453	27	1898822	555730	0	5	9	0	2	17	1191317	1.000000e+00	1
TNNI2	916434	481	33	666876	162516	0	4	6	0	0	6	162516	1.000000e+00	1
SCN8A	575393	464	27	6691643	1780204	0	38	23	0	2	31	3015886	1.000000e+00	1
CILP2	868278	284	7	3662214	1242687	0	43	30	0	1	30	1377183	1.000000e+00	1
DHX34	1132395	232	41	3728995	1163297	0	18	15	0	0	15	1163297	1.000000e+00	1
ZBTB26	407115	430	26	1487862	375468	0	6	6	0	0	6	375468	1.000000e+00	1
JAKMIP2	102729	642	-4	2821147	693962	0	43	25	0	1	37	1194586	1.000000e+00	1
PRDM16	248448	632	16	4242695	1217002	0	38	27	0	2	38	2197235	1.000000e+00	1
ZNF354C	718142	781	-4	1909096	445985	0	8	10	0	3	29	1409873	1.000000e+00	1
VANGL1	71378	604	7	1729768	510431	0	6	7	0	0	7	510431	1.000000e+00	1
KIF7	804572	319	27	4379993	1369711	0	5	7	0	0	7	1369711	1.000000e+00	1
TRIM6-TRIM34	128694	895	9	2828619	749535	0	13	8	0	7	72	4326288	1.000000e+00	1
SLC44A2	2082774	226	33	2466694	671546	0	11	11	0	5	36	2224788	1.000000e+00	1
ATP2A3	617494	268	33	3534723	1075968	0	23	19	0	0	19	1075968	1.000000e+00	1
LMTK2	457962	375	19	4970281	1423883	0	20	18	0	3	29	2593718	1.000000e+00	1
ULBP2	423805	245	34	829859	233500	0	3	5	0	0	5	233500	1.000000e+00	1
BSN	1657622	271	40	12397916	4163305	0	101	50	0	0	50	4163305	1.000000e+00	1
C16orf45	544403	200	30	779423	192871	0	3	5	0	0	5	192871	1.000000e+00	1
RNFT2	225255	411	4	1557912	459528	0	3	9	0	0	9	459528	1.000000e+00	1
DDX55	929791	224	44	2058069	543588	0	1	5	0	8	48	5166421	1.000000e+00	1
OR52K1	190769	879	-1	1009187	320362	0	16	13	0	0	13	320362	1.000000e+00	1
TBX22	26689	NaN	-26	1766661	470736	0	11	6	0	4	106	4628904	1.000000e+00	1
NFE2L1	1205950	255	20	2503120	768215	0	2	6	0	1	7	925594	1.000000e+00	1
ADAM2	12694	576	-2	2594185	614105	0	53	27	0	0	27	614105	1.000000e+00	1
ITGAM	1163323	478	7	3902719	1112861	0	27	18	0	0	18	1112861	1.000000e+00	1
VWA3A	577505	269	45	4113803	1054486	0	27	15	0	1	15	1179175	1.000000e+00	1
PRAMEF2	118495	792	12	1565384	447853	0	32	18	0	0	18	447853	1.000000e+00	1
OR4C13	11675	1171	-40	1015258	293276	0	33	20	0	0	20	293276	1.000000e+00	1
TPM2	1202125	248	37	1188515	288139	0	5	5	0	0	5	288139	1.000000e+00	1
SLIT1	1008851	470	26	5203314	1450035	0	36	25	0	1	31	1996892	1.000000e+00	1
OR14C36	104321	936	-39	1004517	308220	0	18	20	0	3	71	1280514	1.000000e+00	1
OR5F1	4262	1044	-40	1013390	309154	0	13	19	0	3	55	1200657	1.000000e+00	1
UGT3A1	155890	614	-4	1832508	515568	0	45	30	0	0	30	515568	1.000000e+00	1
PLOD3	1022626	258	39	2483039	723850	0	8	8	0	0	8	723850	1.000000e+00	1
WDR62	980636	320	19	5090767	1493933	0	14	13	0	4	27	3114423	1.000000e+00	1
PIGR	467960	385	26	2526937	744398	0	27	18	0	0	18	744398	1.000000e+00	1
SYMPK	883734	203	39	4226350	1278179	0	9	13	0	2	23	2293904	1.000000e+00	1
DLG5	364785	259	27	6395565	1850721	0	27	22	0	2	33	3276005	1.000000e+00	1
OR2T2	112460	903	-20	1038141	327834	0	31	26	0	2	65	954081	1.000000e+00	1
C16orf92	NaN	NaN	NaN	481010	117217	0	5	5	0	0	5	117217	1.000000e+00	1
OR52B2	465433	806	-1	1029268	331103	0	18	12	0	1	28	649130	1.000000e+00	1
ZMIZ2	1289776	164	55	3016820	955015	0	17	18	0	0	18	955015	1.000000e+00	1
DGCR14	487560	277	18	1587800	470269	0	10	9	0	0	9	470269	1.000000e+00	1
ATXN7	156786	683	8	3180270	955482	0	11	10	0	0	10	955482	1.000000e+00	1
PIGS	1517567	225	24	1840914	557598	0	3	6	0	4	33	2445212	1.000000e+00	1
MYH2	75573	738	-49	6677166	1698012	0	160	102	0	0	102	1698012	1.000000e+00	1
MAPK8IP3	1598087	288	36	4538306	1277245	0	16	14	0	0	14	1277245	1.000000e+00	1
OR2D3	403341	827	6	1068029	321763	0	5	9	0	2	30	1069897	1.000000e+00	1
GAL3ST1	653792	330	28	1370178	423102	0	14	13	0	0	13	423102	1.000000e+00	1
IKBKAP	336944	471	9	4611158	1193185	0	9	8	0	1	14	1613952	1.000000e+00	1
AOX1	572062	160	23	4587341	1233814	0	46	22	0	0	22	1233814	1.000000e+00	1
DTX2	876888	220	58	2049196	619709	0	8	10	0	0	10	619709	1.000000e+00	1
NLGN4X	13333	NaN	-22	2688519	767748	0	43	22	0	0	22	767748	1.000000e+00	1
AFAP1	166375	260	38	2739422	781291	0	8	10	0	1	13	1187114	1.000000e+00	1
XKR9	241667	562	22	1259032	324098	0	10	8	0	0	8	324098	1.000000e+00	1
RPN2	787991	404	44	2382634	719180	0	6	9	0	1	11	817717	1.000000e+00	1
TMEM38A	980514	362	41	1003116	288606	0	5	9	0	1	9	350250	1.000000e+00	1
PRAMEF14	NaN	NaN	NaN	2922486	834996	0	41	24	0	0	24	834996	1.000000e+00	1
SHKBP1	820124	226	40	2345741	728053	0	12	11	0	0	11	728053	1.000000e+00	1
NXPH2	69057	672	-4	872823	246576	0	11	9	0	0	9	246576	1.000000e+00	1
TSHZ3	8215	1022	-74	3547799	1008253	0	25	18	0	1	27	1419213	1.000000e+00	1
TRIML2	32696	595	-20	1325346	344646	0	31	14	0	2	46	854143	1.000000e+00	1
ANKRD2	564805	169	40	1201124	360991	0	4	6	0	0	6	360991	1.000000e+00	1
ZC3H7B	1354493	173	58	3319903	913919	0	14	15	0	1	17	1363173	1.000000e+00	1
SLC11A1	734742	197	37	1826904	567405	0	13	13	0	0	13	567405	1.000000e+00	1
OR6C2	802038	706	3	1018527	297012	0	27	19	0	2	48	889168	1.000000e+00	1
KCNQ2	1314528	298	49	2949572	898975	0	19	19	0	1	24	1267438	1.000000e+00	1
AICDA	291883	422	15	676216	185399	0	6	7	0	0	7	185399	1.000000e+00	1
PFDN4	78451	492	-28	479142	105075	0	1	3	0	0	3	105075	1.000000e+00	1
PDIA4	598458	279	31	2189763	575811	0	7	12	0	1	22	1282382	1.000000e+00	1
HDAC9	65395	684	-6	3783167	1039075	0	72	33	0	0	33	1039075	1.000000e+00	1
ACLY	1857838	191	33	3743005	1045613	0	12	11	0	0	11	1045613	1.000000e+00	1
TMEM189	NaN	NaN	NaN	910650	256383	0	1	4	0	0	4	256383	1.000000e+00	1
GJA1	60722	773	-23	1259032	356321	0	17	11	0	0	11	356321	1.000000e+00	1
ZNF107	200262	1062	-11	2668438	637922	0	11	7	0	0	7	637922	1.000000e+00	1
CLIC5	62331	701	13	1459375	387143	0	7	9	0	3	34	1541567	1.000000e+00	1
CR1L	386490	361	13	1938517	521639	0	21	11	0	0	11	521639	1.000000e+00	1
P2RY12	51795	505	10	1122668	324565	0	9	8	0	0	8	324565	1.000000e+00	1
ZNF630	582390	NaN	18	2234595	547791	0	10	8	0	0	8	547791	1.000000e+00	1
TGFB1I1	839076	558	11	1548572	460462	0	3	9	0	3	46	2916415	1.000000e+00	1
LILRB2	717623	458	-6	1981481	608968	0	30	18	0	0	18	608968	1.000000e+00	1
OR13G1	191710	995	-32	999847	294677	0	27	15	0	1	36	609435	1.000000e+00	1
BCR	384444	575	43	4264644	1204860	0	23	19	0	0	19	1204860	1.000000e+00	1
IKZF3	1607516	292	26	1763859	421701	0	23	14	0	0	14	421701	1.000000e+00	1
ANKRD11	1263742	322	40	8791742	2466694	0	40	24	0	5	62	6024300	1.000000e+00	1
RHOU	689585	450	9	849006	250779	0	7	8	0	0	8	250779	1.000000e+00	1
DCHS1	424523	491	17	10258122	3714051	0	18	17	0	4	24	5366764	1.000000e+00	1
TMEM176A	749051	604	16	784560	240972	0	16	12	0	0	12	240972	1.000000e+00	1
CARD8	1052191	391	32	1842782	482878	0	2	8	0	1	9	838265	1.000000e+00	1
NCAM1	68889	524	-1	3138240	853209	0	29	22	0	0	22	853209	1.000000e+00	1
C2orf83	186199	353	25	613171	171389	0	2	5	0	0	5	171389	1.000000e+00	1
ZNF496	352232	742	-15	1957197	553395	0	9	9	0	0	9	553395	1.000000e+00	1
ZAN	1483965	336	46	9453481	2719808	0	85	56	0	6	79	4531768	1.000000e+00	1
HSD17B7	336864	396	12	1163764	321296	0	2	5	0	0	5	321296	1.000000e+00	1
CDK5RAP2	386697	450	10	6496437	1671393	0	19	14	0	32	180	21142024	1.000000e+00	1
ZNF366	447936	344	28	2487242	666409	0	22	17	0	0	17	666409	1.000000e+00	1
OR2T1	104321	936	-39	1197855	355854	0	23	14	0	3	71	1280514	1.000000e+00	1
RIMBP3	616215	NaN	23	5198644	1694276	0	7	9	0	2	14	2484440	1.000000e+00	1
CNR2	923316	254	23	1150221	372666	0	11	12	0	0	12	372666	1.000000e+00	1
MAGEB16	3857	NaN	-24	1069897	301682	0	16	12	0	1	24	540319	1.000000e+00	1
WDR81	1447501	189	32	6254998	2044526	0	5	8	0	1	10	2456420	1.000000e+00	1
PCDHGB4	662513	568	2	2997206	918589	0	25	15	0	1	39	1864264	1.000000e+00	1
